Title: L'_CO_/L_FIR_ Relations with CO Rotational Ladders of Galaxies 
       Across the Herschel SPIRE Archive 
Authors: Kamenetzky J., Rangwala N., Glenn J., Maloney P.R., Conley A. 
Table: Line Fluxes and Uncertainty Ranges from SPIRE FTS
================================================================================
Byte-by-byte Description of file: apjaa22eat2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units     Label  Explanations
--------------------------------------------------------------------------------
   1- 16 A16    ---       ID     Galaxy identifier
  18- 24 A7     ---       Line   Line identifier
  26- 26 A1     ---     f_Line   [X] Line is resolved? 
  28- 35 E8.2   Jy.km/s   Flux   Median line flux in Line
  37- 44 E8.2   Jy.km/s b_Flux   Lower 1{sigma} boundary for Flux
  46- 53 E8.2   Jy.km/s B_Flux   Upper 1{sigma} boundary for Flux
  55- 62 E8.2   Jy.km/s   UpLim  ? The 3{sigma} upper limit on the Line flux (1)
--------------------------------------------------------------------------------
Note (1): If blank the line is considered at least a 3{sigma} detection.
--------------------------------------------------------------------------------
ESO264-G036      CO10-9    1.20e+02 4.08e+01 2.20e+02 3.56e+02 
ESO264-G036      CO12-11   9.23e+01 2.91e+01 1.95e+02 3.06e+02 
ESO264-G036      NII     X 3.19e+03 3.08e+03 3.30e+03          
NGC3351          CI1-0     6.68e+02 4.57e+02 8.98e+02          
NGC3351          CI2-1     6.83e+02 6.19e+02 7.38e+02          
NGC3351          CO4-3     1.05e+03 8.39e+02 1.29e+03          
NGC3351          CO5-4     1.22e+03 1.07e+03 1.37e+03          
NGC3351          CO6-5     6.67e+02 5.85e+02 7.61e+02          
NGC3351          CO7-6     3.84e+02 3.20e+02 4.40e+02          
NGC3351          CO8-7     1.84e+02 1.08e+02 2.61e+02 3.42e+02 
NGC3351          CO9-8     3.22e+02 1.95e+02 4.55e+02          
NGC3351          CO10-9    1.82e+02 9.06e+01 2.79e+02 4.16e+02 
NGC3351          CO11-10   1.21e+02 3.37e+01 2.20e+02 4.29e+02 
NGC3351          CO12-11   1.18e+02 3.21e+01 2.11e+02 3.29e+02 
NGC3351          CO13-12   3.61e+02 2.24e+02 5.16e+02          
NGC3351          NII       6.52e+03 6.38e+03 6.65e+03          
ESO264-G057      CI1-0     2.48e+02 1.05e+02 4.23e+02 6.56e+02 
ESO264-G057      CI2-1     2.41e+02 1.96e+02 2.98e+02          
ESO264-G057      CO5-4     2.79e+02 1.62e+02 3.91e+02          
ESO264-G057      CO6-5     3.03e+02 2.38e+02 3.70e+02          
ESO264-G057      CO7-6     1.99e+02 1.47e+02 2.51e+02          
ESO264-G057      CO8-7     2.43e+02 1.50e+02 3.20e+02          
ESO264-G057      CO9-8     1.01e+02 2.31e+01 1.85e+02 3.69e+02 
ESO264-G057      CO10-9    1.50e+02 4.91e+01 2.31e+02 3.36e+02 
ESO264-G057      CO11-10   1.15e+02 4.15e+01 2.05e+02 3.60e+02 
ESO264-G057      CO12-11   6.88e+01 1.83e+01 1.83e+02 2.79e+02 
ESO264-G057      NII       1.67e+03 1.59e+03 1.75e+03          
IRASF10565+2448  CI1-0     3.56e+02 8.69e+01 7.08e+02 1.09e+03 
IRASF10565+2448  CI2-1     5.19e+02 4.51e+02 5.84e+02          
IRASF10565+2448  CO5-4     6.35e+02 4.32e+02 8.21e+02          
IRASF10565+2448  CO6-5     7.50e+02 6.61e+02 8.30e+02          
IRASF10565+2448  CO7-6     5.44e+02 4.72e+02 6.09e+02          
IRASF10565+2448  CO8-7     6.07e+02 5.36e+02 6.86e+02          
IRASF10565+2448  CO9-8     3.78e+02 3.00e+02 4.66e+02          
IRASF10565+2448  CO10-9    3.16e+02 2.60e+02 3.86e+02          
IRASF10565+2448  CO11-10   2.41e+02 1.80e+02 2.99e+02          
IRASF10565+2448  CO12-11   1.20e+02 6.47e+01 1.72e+02          
IRASF10565+2448  CO13-12   9.27e+01 3.92e+01 1.41e+02 2.20e+02 
IRASF10565+2448  NII       5.03e+02 4.60e+02 5.51e+02          
NGC3521          CI1-0     1.27e+03 1.04e+03 1.54e+03          
NGC3521          CI2-1     9.17e+02 8.30e+02 1.01e+03          
NGC3521          CO4-3     1.52e+03 1.26e+03 1.80e+03          
NGC3521          CO5-4     7.48e+02 5.48e+02 1.01e+03          
NGC3521          CO6-5     3.05e+02 1.81e+02 4.16e+02          
NGC3521          CO7-6     6.09e+01 1.21e+01 1.18e+02 2.16e+02 
NGC3521          CO9-8     1.89e+02 3.65e+01 4.34e+02 1.00e+03 
NGC3521          CO12-11   4.83e+02 1.84e+02 7.27e+02 1.10e+03 
NGC3521          NII       1.09e+04 1.06e+04 1.13e+04          
IRAS 11095-0238  CO5-4     1.50e+02 4.13e+01 2.68e+02 4.11e+02 
IRAS 11095-0238  CO6-5     6.94e+01 1.80e+01 1.09e+02 1.59e+02 
IRAS 11095-0238  CO7-6     1.27e+02 7.64e+01 1.71e+02          
IRAS 11095-0238  CO8-7     1.56e+02 1.13e+02 2.02e+02          
IRAS 11095-0238  CO10-9    1.30e+02 8.00e+01 1.79e+02          
IRAS 11095-0238  CO11-10   6.03e+01 2.42e+01 1.06e+02 1.61e+02 
IRAS 11095-0238  CO12-11   6.71e+01 2.20e+01 1.10e+02 1.59e+02 
IRAS 11095-0238  CO13-12   5.75e+01 2.84e+01 9.31e+01 1.51e+02 
IRAS 11095-0238  NII       9.96e+01 6.73e+01 1.30e+02          
NGC3627          CI1-0     1.45e+03 1.28e+03 1.63e+03          
NGC3627          CI2-1     1.15e+03 1.10e+03 1.21e+03          
NGC3627          CO4-3     1.62e+03 1.40e+03 1.83e+03          
NGC3627          CO5-4     2.38e+03 2.25e+03 2.49e+03          
NGC3627          CO6-5     1.96e+03 1.88e+03 2.05e+03          
NGC3627          CO7-6     1.28e+03 1.23e+03 1.33e+03          
NGC3627          CO8-7     9.29e+02 8.58e+02 9.90e+02          
NGC3627          CO9-8     1.38e+03 1.22e+03 1.49e+03          
NGC3627          CO10-9    1.17e+03 1.07e+03 1.28e+03          
NGC3627          CO11-10   6.26e+02 4.96e+02 7.63e+02          
NGC3627          CO12-11   3.69e+02 2.68e+02 4.71e+02          
NGC3627          CO13-12   3.58e+02 1.69e+02 5.41e+02          
NGC3627          NII       1.88e+03 1.74e+03 2.03e+03          
NGC3665          CI1-0     1.33e+02 3.76e+01 2.41e+02 4.51e+02 
NGC3665          CI2-1     1.24e+02 9.42e+01 1.52e+02          
NGC3665          CO4-3     2.14e+02 6.19e+01 3.76e+02 5.58e+02 
NGC3665          CO5-4     8.49e+01 2.51e+01 1.69e+02 2.72e+02 
NGC3665          CO6-5     6.39e+01 2.53e+01 1.02e+02 1.53e+02 
NGC3665          CO7-6     1.72e+01 2.89e+00 3.85e+01 6.11e+01 
NGC3665          CO8-7     6.77e+01 2.37e+01 1.15e+02 1.76e+02 
NGC3665          CO9-8     5.56e+01 1.73e+01 9.23e+01 1.57e+02 
NGC3665          NII     X 1.49e+03 1.43e+03 1.54e+03          
Arp299-B         CI1-0     2.09e+03 1.65e+03 2.48e+03          
Arp299-B         CI2-1     2.07e+03 1.95e+03 2.16e+03          
Arp299-B         CO4-3     5.91e+03 5.39e+03 6.32e+03          
Arp299-B         CO5-4     5.22e+03 4.90e+03 5.51e+03          
Arp299-B         CO6-5     4.51e+03 4.35e+03 4.68e+03          
Arp299-B         CO7-6     3.13e+03 3.02e+03 3.24e+03          
Arp299-B         CO8-7     2.62e+03 2.49e+03 2.77e+03          
Arp299-B         CO9-8     1.66e+03 1.44e+03 1.87e+03          
Arp299-B         CO10-9    1.60e+03 1.39e+03 1.81e+03          
Arp299-B         CO11-10   1.35e+03 1.17e+03 1.50e+03          
Arp299-B         CO12-11   1.11e+03 9.71e+02 1.26e+03          
Arp299-B         CO13-12   1.02e+03 8.28e+02 1.22e+03          
Arp299-B         NII     X 8.17e+03 7.89e+03 8.46e+03          
Arp299-C         CI1-0     2.01e+03 1.58e+03 2.41e+03          
Arp299-C         CI2-1     1.99e+03 1.88e+03 2.08e+03          
Arp299-C         CO4-3     5.71e+03 5.23e+03 6.10e+03          
Arp299-C         CO5-4     5.65e+03 5.39e+03 5.94e+03          
Arp299-C         CO6-5     4.22e+03 4.05e+03 4.37e+03          
Arp299-C         CO7-6     3.03e+03 2.91e+03 3.11e+03          
Arp299-C         CO8-7     2.72e+03 2.58e+03 2.87e+03          
Arp299-C         CO9-8     1.68e+03 1.50e+03 1.85e+03          
Arp299-C         CO10-9    1.39e+03 1.23e+03 1.53e+03          
Arp299-C         CO11-10   1.14e+03 9.75e+02 1.28e+03          
Arp299-C         CO12-11   7.74e+02 6.33e+02 9.14e+02          
Arp299-C         CO13-12   4.99e+02 3.32e+02 6.76e+02          
Arp299-C         NII     X 7.66e+03 7.40e+03 7.91e+03          
Arp299-A         CI1-0     1.34e+03 1.10e+03 1.57e+03          
Arp299-A         CI2-1     2.34e+03 2.25e+03 2.44e+03          
Arp299-A         CO4-3     5.13e+03 4.84e+03 5.40e+03          
Arp299-A         CO5-4     4.85e+03 4.68e+03 5.04e+03          
Arp299-A         CO6-5     4.71e+03 4.61e+03 4.81e+03          
Arp299-A         CO7-6     3.97e+03 3.86e+03 4.06e+03          
Arp299-A         CO8-7     3.70e+03 3.58e+03 3.81e+03          
Arp299-A         CO9-8     3.17e+03 3.00e+03 3.34e+03          
Arp299-A         CO10-9    2.88e+03 2.73e+03 3.02e+03          
Arp299-A         CO11-10   2.22e+03 2.09e+03 2.35e+03          
Arp299-A         CO12-11   1.80e+03 1.67e+03 1.93e+03          
Arp299-A         CO13-12   1.56e+03 1.40e+03 1.71e+03          
Arp299-A         NII     X 5.57e+03 5.29e+03 5.84e+03          
PG 1126-041      CI2-1     2.96e+01 4.38e+00 6.68e+01 9.73e+01 
PG 1126-041      CO6-5     6.58e+01 2.17e+01 1.10e+02 2.04e+02 
PG 1126-041      CO7-6     2.82e+01 4.80e+00 6.10e+01 1.09e+02 
PG 1126-041      CO8-7     2.33e+01 4.53e+00 5.85e+01 9.85e+01 
PG 1126-041      CO9-8     9.42e+01 5.16e+01 1.44e+02 2.43e+02 
PG 1126-041      CO10-9    4.42e+01 1.65e+01 7.64e+01 1.34e+02 
PG 1126-041      CO11-10   5.37e+01 2.33e+01 8.40e+01 1.33e+02 
PG 1126-041      CO12-11   6.89e+01 3.47e+01 1.04e+02 1.51e+02 
PG 1126-041      CO13-12   2.36e+01 4.85e+00 5.96e+01 8.95e+01 
PG 1126-041      NII       9.40e+01 6.66e+01 1.27e+02          
ESO 320-G030     CI1-0     9.37e+02 6.88e+02 1.15e+03          
ESO 320-G030     CI2-1     8.50e+02 7.81e+02 9.13e+02          
ESO 320-G030     CO4-3     2.58e+03 2.27e+03 2.84e+03          
ESO 320-G030     CO5-4     1.99e+03 1.82e+03 2.12e+03          
ESO 320-G030     CO6-5     1.82e+03 1.74e+03 1.90e+03          
ESO 320-G030     CO7-6     1.23e+03 1.17e+03 1.29e+03          
ESO 320-G030     CO8-7     8.11e+02 7.30e+02 8.89e+02          
ESO 320-G030     CO9-8     8.01e+02 7.01e+02 8.93e+02          
ESO 320-G030     CO10-9    7.57e+02 6.81e+02 8.34e+02          
ESO 320-G030     CO11-10   3.36e+02 2.69e+02 4.15e+02          
ESO 320-G030     CO12-11   2.56e+02 1.95e+02 3.08e+02          
ESO 320-G030     CO13-12   1.35e+02 5.72e+01 2.04e+02 3.53e+02 
ESO 320-G030     NII       2.29e+03 2.22e+03 2.35e+03          
NGC3982          CI1-0     5.84e+02 2.74e+02 7.94e+02          
NGC3982          CI2-1     3.93e+02 3.43e+02 4.49e+02          
NGC3982          CO4-3     1.07e+03 7.17e+02 1.37e+03          
NGC3982          CO5-4     3.42e+02 1.67e+02 5.08e+02 8.20e+02 
NGC3982          CO6-5     3.44e+02 2.37e+02 4.51e+02          
NGC3982          CO7-6     1.18e+02 4.56e+01 1.80e+02 2.76e+02 
NGC3982          CO8-7     9.92e+01 2.51e+01 1.74e+02 3.22e+02 
NGC3982          CO9-8     6.05e+01 5.70e+00 1.52e+02 3.52e+02 
NGC3982          CO11-10   2.56e+02 8.67e+01 4.30e+02 6.05e+02 
NGC3982          NII       4.45e+03 4.26e+03 4.63e+03          
NGC4038          CI1-0     3.81e+02 1.82e+02 6.43e+02 8.45e+02 
NGC4038          CI2-1     9.82e+02 8.63e+02 1.10e+03          
NGC4038          CO4-3     1.17e+03 8.80e+02 1.39e+03          
NGC4038          CO5-4     1.18e+03 8.95e+02 1.49e+03          
NGC4038          CO6-5     1.18e+03 1.04e+03 1.34e+03          
NGC4038          CO7-6     8.98e+02 7.52e+02 1.01e+03          
NGC4038          CO8-7     2.82e+02 9.26e+01 4.57e+02 7.26e+02 
NGC4038          CO9-8     5.19e+02 2.50e+02 8.76e+02 1.44e+03 
NGC4038          CO12-11   1.69e+02 2.22e+01 3.54e+02 5.86e+02 
NGC4038          CO13-12   5.39e+02 2.00e+02 8.28e+02 1.23e+03 
NGC4038          NII       3.16e+03 2.89e+03 3.36e+03          
NGC4038overlap   CI1-0     6.68e+02 3.36e+02 1.03e+03          
NGC4038overlap   CI2-1     1.47e+03 1.35e+03 1.58e+03          
NGC4038overlap   CO4-3     2.35e+03 1.94e+03 2.77e+03          
NGC4038overlap   CO5-4     2.05e+03 1.77e+03 2.28e+03          
NGC4038overlap   CO6-5     1.79e+03 1.62e+03 1.94e+03          
NGC4038overlap   CO7-6     1.31e+03 1.19e+03 1.43e+03          
NGC4038overlap   CO8-7     9.36e+02 7.55e+02 1.10e+03          
NGC4038overlap   CO9-8     2.63e+02 7.80e+01 5.28e+02 1.04e+03 
NGC4038overlap   CO10-9    5.84e+02 2.72e+02 8.64e+02 1.27e+03 
NGC4038overlap   CO12-11   4.48e+02 1.67e+02 7.14e+02 1.09e+03 
NGC4038overlap   CO13-12   4.23e+02 1.43e+02 7.80e+02 1.29e+03 
NGC4038overlap   NII       4.16e+03 3.88e+03 4.48e+03          
NGC4051          CI1-0     7.41e+02 4.76e+02 1.02e+03          
NGC4051          CI2-1     5.29e+02 4.58e+02 6.00e+02          
NGC4051          CO4-3     8.25e+02 4.98e+02 1.11e+03 1.58e+03 
NGC4051          CO5-4     6.13e+02 4.09e+02 8.06e+02          
NGC4051          CO6-5     6.76e+02 5.89e+02 7.67e+02          
NGC4051          CO7-6     4.14e+02 3.28e+02 4.91e+02          
NGC4051          CO8-7     4.35e+02 3.51e+02 5.38e+02          
NGC4051          CO9-8     4.41e+02 2.76e+02 5.95e+02          
NGC4051          CO10-9    1.45e+02 3.86e+01 2.65e+02 4.87e+02 
NGC4051          CO11-10   3.01e+02 1.91e+02 4.39e+02          
NGC4051          CO12-11   1.12e+02 2.96e+01 1.92e+02 3.57e+02 
NGC4051          CO13-12   2.26e+02 9.81e+01 3.47e+02 5.22e+02 
NGC4051          NII       8.38e+02 7.21e+02 9.28e+02          
IRAS 12071-0444  CI2-1     6.26e+01 2.48e+01 9.94e+01 1.49e+02 
IRAS 12071-0444  CO5-4     2.12e+02 1.00e+02 3.30e+02 5.65e+02 
IRAS 12071-0444  CO6-5     1.54e+02 8.62e+01 2.22e+02 3.57e+02 
IRAS 12071-0444  CO7-6     9.00e+01 4.84e+01 1.29e+02          
IRAS 12071-0444  CO8-7     1.39e+02 1.04e+02 1.72e+02          
IRAS 12071-0444  CO10-9    9.18e+01 4.34e+01 1.38e+02 2.19e+02 
IRAS 12071-0444  CO11-10   4.63e+01 1.60e+01 8.16e+01 1.44e+02 
IRAS 12071-0444  CO12-11   7.28e+01 3.69e+01 1.08e+02 1.50e+02 
IRAS 12071-0444  CO13-12   4.03e+01 1.45e+01 6.82e+01 1.21e+02 
IRAS 12071-0444  NII       4.89e+01 1.98e+01 8.10e+01 1.35e+02 
NGC4151          CI1-0     2.82e+02 1.06e+02 5.28e+02 8.50e+02 
NGC4151          CI2-1     4.85e+02 4.26e+02 5.46e+02          
NGC4151          CO4-3     2.23e+02 6.78e+01 4.59e+02 8.92e+02 
NGC4151          CO6-5     1.10e+02 4.40e+01 1.81e+02 2.95e+02 
NGC4151          CO7-6     1.68e+02 1.13e+02 2.32e+02          
NGC4151          CO8-7     1.75e+02 1.11e+02 2.40e+02 3.37e+02 
NGC4151          CO9-8     1.86e+02 8.58e+01 2.75e+02 3.96e+02 
NGC4151          CO10-9    4.74e+02 3.70e+02 5.75e+02          
NGC4151          CO11-10   1.64e+02 8.76e+01 2.62e+02 4.07e+02 
NGC4151          CO12-11   1.09e+02 3.33e+01 1.85e+02 3.23e+02 
NGC4151          CO13-12   2.14e+02 1.22e+02 3.12e+02          
NGC4151          NII     X 1.36e+03 1.22e+03 1.50e+03          
NGC4194          CI1-0     5.00e+02 2.26e+02 8.67e+02 1.38e+03 
NGC4194          CI2-1     5.35e+02 4.44e+02 6.13e+02          
NGC4194          CO4-3     8.31e+02 4.87e+02 1.22e+03          
NGC4194          CO5-4     4.99e+02 2.25e+02 7.00e+02          
NGC4194          CO6-5     9.09e+02 8.05e+02 1.01e+03          
NGC4194          CO7-6     9.05e+02 8.25e+02 9.71e+02          
NGC4194          CO8-7     5.62e+02 4.41e+02 6.88e+02          
NGC4194          CO9-8     2.75e+02 1.11e+02 4.40e+02 6.71e+02 
NGC4194          CO10-9    3.00e+02 1.61e+02 4.15e+02          
NGC4194          CO11-10   5.23e+02 4.02e+02 6.49e+02          
NGC4194          CO12-11   2.67e+02 1.76e+02 3.58e+02          
NGC4194          CO13-12   1.86e+02 7.50e+01 2.93e+02 4.53e+02 
NGC4194          NII       1.66e+03 1.55e+03 1.78e+03          
IRAS12116-5615   CI1-0     3.89e+02 1.85e+02 5.94e+02 9.75e+02 
IRAS12116-5615   CI2-1     5.65e+02 5.09e+02 6.15e+02          
IRAS12116-5615   CO5-4     8.14e+02 6.36e+02 9.44e+02          
IRAS12116-5615   CO6-5     6.91e+02 6.14e+02 7.62e+02          
IRAS12116-5615   CO7-6     5.80e+02 5.18e+02 6.26e+02          
IRAS12116-5615   CO8-7     4.26e+02 3.57e+02 4.86e+02          
IRAS12116-5615   CO9-8     3.98e+02 3.21e+02 4.79e+02          
IRAS12116-5615   CO10-9    1.99e+02 1.43e+02 2.63e+02          
IRAS12116-5615   CO11-10   1.47e+02 8.98e+01 2.02e+02          
IRAS12116-5615   CO12-11   1.02e+02 4.70e+01 1.49e+02          
IRAS12116-5615   CO13-12   9.34e+01 3.95e+01 1.39e+02 2.13e+02 
IRAS12116-5615   NII       7.06e+02 6.55e+02 7.51e+02          
NGC4254          CI1-0     1.04e+03 8.56e+02 1.24e+03          
NGC4254          CI2-1     6.79e+02 6.18e+02 7.47e+02          
NGC4254          CO4-3     6.44e+02 4.28e+02 8.92e+02          
NGC4254          CO5-4     5.94e+02 3.65e+02 7.97e+02          
NGC4254          CO6-5     1.99e+02 8.71e+01 2.93e+02 4.31e+02 
NGC4254          CO7-6     7.19e+01 1.45e+01 1.42e+02 2.44e+02 
NGC4254          CO9-8     2.18e+02 4.76e+01 3.94e+02 6.04e+02 
NGC4254          CO11-10   1.48e+02 2.34e+01 3.26e+02 6.15e+02 
NGC4254          NII       1.22e+04 1.20e+04 1.24e+04          
NGC4321          CI1-0     1.02e+03 8.57e+02 1.19e+03          
NGC4321          CI2-1     8.52e+02 8.01e+02 9.05e+02          
NGC4321          CO4-3     2.37e+03 2.17e+03 2.61e+03          
NGC4321          CO5-4     1.74e+03 1.57e+03 1.90e+03          
NGC4321          CO6-5     1.21e+03 1.13e+03 1.29e+03          
NGC4321          CO7-6     5.26e+02 4.77e+02 5.79e+02          
NGC4321          CO8-7     1.87e+02 1.04e+02 2.77e+02 3.47e+02 
NGC4321          CO9-8     1.00e+02 2.49e+01 2.43e+02 3.94e+02 
NGC4321          CO10-9    3.69e+02 2.42e+02 4.65e+02          
NGC4321          CO11-10   3.23e+02 1.81e+02 4.50e+02 6.21e+02 
NGC4321          CO13-12   2.44e+02 7.70e+01 4.22e+02 6.82e+02 
NGC4321          NII       8.88e+03 8.70e+03 9.04e+03          
NGC4388          CI1-0     9.25e+02 6.32e+02 1.22e+03          
NGC4388          CI2-1     1.18e+03 1.13e+03 1.23e+03          
NGC4388          CO4-3     1.61e+03 1.28e+03 1.94e+03          
NGC4388          CO5-4     9.46e+02 7.63e+02 1.13e+03          
NGC4388          CO6-5     8.47e+02 7.48e+02 9.37e+02          
NGC4388          CO7-6     5.68e+02 5.16e+02 6.19e+02          
NGC4388          CO8-7     4.93e+02 4.04e+02 5.58e+02          
NGC4388          CO9-8     3.87e+02 2.37e+02 5.33e+02          
NGC4388          CO10-9    2.94e+02 2.01e+02 4.15e+02          
NGC4388          CO11-10   1.74e+02 7.34e+01 3.08e+02 4.77e+02 
NGC4388          CO12-11   1.53e+02 5.70e+01 2.48e+02 4.08e+02 
NGC4388          CO13-12   1.12e+02 3.73e+01 2.07e+02 3.55e+02 
NGC4388          NII       1.88e+03 1.77e+03 1.98e+03          
NGC4459          CI1-0     3.03e+02 9.23e+01 6.21e+02 9.86e+02 
NGC4459          CI2-1     2.33e+02 1.45e+02 3.01e+02          
NGC4459          CO4-3     4.07e+02 1.27e+02 7.81e+02 1.25e+03 
NGC4459          CO5-4     1.41e+02 2.09e+01 3.25e+02 5.91e+02 
NGC4459          CO6-5     3.04e+02 1.98e+02 4.22e+02          
NGC4459          CO9-8     4.35e+01 1.22e+01 9.09e+01 1.60e+02 
NGC4459          CO10-9    6.14e+01 2.24e+01 1.00e+02 1.68e+02 
NGC4459          CO12-11   3.76e+01 1.14e+01 6.68e+01 1.17e+02 
NGC4459          CO13-12   2.79e+01 7.06e+00 6.15e+01 1.05e+02 
NGC4459          NII     X 7.85e+02 7.35e+02 8.36e+02          
NGC4526          CI1-0     4.77e+02 2.71e+02 6.20e+02          
NGC4526          CI2-1     2.20e+02 1.85e+02 2.54e+02          
NGC4526          CO4-3     6.70e+02 4.54e+02 8.61e+02          
NGC4526          CO5-4     3.39e+02 2.34e+02 4.32e+02          
NGC4526          CO6-5     1.90e+02 1.38e+02 2.41e+02          
NGC4526          CO7-6     4.68e+01 1.93e+01 7.99e+01 1.34e+02 
NGC4526          CO8-7     5.36e+01 1.17e+01 9.56e+01 1.85e+02 
NGC4526          CO9-8     4.52e+01 1.39e+01 8.43e+01 1.71e+02 
NGC4526          CO10-9    4.64e+01 1.53e+01 8.52e+01 1.61e+02 
NGC4526          CO12-11   5.75e+01 2.48e+01 9.36e+01 1.42e+02 
NGC4526          CO13-12   6.43e+01 2.08e+01 1.16e+02 2.11e+02 
NGC4526          NII     X 5.33e+03 5.24e+03 5.43e+03          
NGC4536          CI1-0     2.02e+02 4.62e+01 4.68e+02 8.58e+02 
NGC4536          CI2-1     8.85e+02 7.99e+02 9.64e+02          
NGC4536          CO4-3     1.62e+03 1.30e+03 2.02e+03          
NGC4536          CO5-4     1.28e+03 1.04e+03 1.50e+03          
NGC4536          CO6-5     1.28e+03 1.16e+03 1.40e+03          
NGC4536          CO7-6     7.90e+02 7.00e+02 8.73e+02          
NGC4536          CO8-7     4.37e+02 3.36e+02 5.47e+02          
NGC4536          CO9-8     4.51e+02 2.88e+02 6.07e+02 8.30e+02 
NGC4536          CO10-9    3.67e+02 1.91e+02 5.03e+02          
NGC4536          CO11-10   2.37e+02 9.22e+01 3.88e+02 5.74e+02 
NGC4536          CO12-11   1.30e+02 2.78e+01 2.63e+02 4.56e+02 
NGC4536          CO13-12   6.08e+02 4.14e+02 8.49e+02          
NGC4536          NII       4.14e+03 3.96e+03 4.32e+03          
NGC4569          CI1-0     1.37e+03 1.17e+03 1.56e+03          
NGC4569          CI2-1     1.15e+03 1.10e+03 1.19e+03          
NGC4569          CO4-3     1.99e+03 1.79e+03 2.21e+03          
NGC4569          CO5-4     1.54e+03 1.40e+03 1.69e+03          
NGC4569          CO6-5     1.05e+03 9.83e+02 1.12e+03          
NGC4569          CO7-6     5.71e+02 5.21e+02 6.19e+02          
NGC4569          CO8-7     4.50e+02 3.89e+02 4.99e+02          
NGC4569          CO9-8     4.10e+02 3.06e+02 5.18e+02          
NGC4569          CO10-9    2.47e+02 1.59e+02 3.34e+02          
NGC4569          CO11-10   1.63e+02 6.58e+01 2.61e+02 4.66e+02 
NGC4569          CO12-11   9.52e+01 4.28e+01 1.61e+02 2.36e+02 
NGC4569          CO13-12   2.90e+02 1.36e+02 4.08e+02 6.25e+02 
NGC4569          NII       2.42e+03 2.30e+03 2.52e+03          
TOL1238-364      CI1-0     3.56e+02 1.18e+02 5.62e+02 8.14e+02 
TOL1238-364      CI2-1     2.04e+02 1.62e+02 2.66e+02          
TOL1238-364      CO4-3     4.32e+02 1.40e+02 7.40e+02 1.19e+03 
TOL1238-364      CO5-4     4.90e+02 3.07e+02 6.22e+02          
TOL1238-364      CO6-5     2.05e+02 1.17e+02 2.64e+02          
TOL1238-364      CO7-6     1.12e+02 6.94e+01 1.78e+02          
TOL1238-364      CO8-7     1.87e+02 1.17e+02 2.45e+02          
TOL1238-364      CO9-8     3.48e+02 2.31e+02 4.63e+02          
TOL1238-364      CO10-9    1.55e+02 6.49e+01 2.54e+02 3.74e+02 
TOL1238-364      CO11-10   1.76e+02 8.12e+01 2.85e+02 4.16e+02 
TOL1238-364      CO12-11   9.82e+01 3.40e+01 1.63e+02 2.59e+02 
TOL1238-364      CO13-12   1.63e+02 7.43e+01 2.71e+02 4.34e+02 
TOL1238-364      NII       1.57e+03 1.48e+03 1.69e+03          
NGC4631          CI1-0     9.92e+02 7.62e+02 1.20e+03          
NGC4631          CI2-1     8.18e+02 7.44e+02 8.86e+02          
NGC4631          CO4-3     1.50e+03 1.24e+03 1.75e+03          
NGC4631          CO5-4     1.01e+03 8.52e+02 1.18e+03          
NGC4631          CO6-5     7.74e+02 6.79e+02 8.74e+02          
NGC4631          CO7-6     3.62e+02 2.95e+02 4.32e+02          
NGC4631          CO9-8     2.99e+02 8.85e+01 5.12e+02 1.01e+03 
NGC4631          CO10-9    3.75e+02 1.45e+02 5.71e+02 8.32e+02 
NGC4631          CO12-11   2.18e+02 6.47e+01 3.60e+02 5.62e+02 
NGC4631          NII       1.21e+04 1.18e+04 1.23e+04          
NGC4710          CI1-0     1.51e+02 4.18e+01 2.86e+02 4.65e+02 
NGC4710          CI2-1     3.69e+02 3.25e+02 4.16e+02          
NGC4710          CO4-3     6.12e+02 4.31e+02 7.77e+02          
NGC4710          CO5-4     5.01e+02 3.75e+02 6.19e+02          
NGC4710          CO6-5     2.53e+02 2.02e+02 3.13e+02          
NGC4710          CO7-6     7.91e+01 3.09e+01 1.30e+02 1.78e+02 
NGC4710          CO8-7     5.98e+01 1.25e+01 1.01e+02 2.17e+02 
NGC4710          CO9-8     4.53e+01 8.04e+00 1.10e+02 2.77e+02 
NGC4710          CO10-9    9.68e+01 3.61e+01 1.73e+02 3.06e+02 
NGC4710          CO11-10   3.28e+01 3.86e+00 8.17e+01 1.80e+02 
NGC4710          CO12-11   1.65e+01 3.69e-01 5.17e+01 1.15e+02 
NGC4710          CO13-12   3.54e+01 5.58e+00 8.79e+01 1.91e+02 
NGC4710          NII       3.50e+03 3.41e+03 3.57e+03          
NGC4736          CI1-0     5.94e+02 4.93e+02 7.03e+02          
NGC4736          CI2-1     1.08e+03 1.03e+03 1.13e+03          
NGC4736          CO4-3     9.09e+02 7.98e+02 1.00e+03          
NGC4736          CO5-4     1.07e+03 9.66e+02 1.18e+03          
NGC4736          CO6-5     6.14e+02 5.55e+02 6.75e+02          
NGC4736          CO7-6     3.72e+02 3.23e+02 4.24e+02          
NGC4736          CO8-7     1.16e+02 5.29e+01 1.94e+02 2.80e+02 
NGC4736          CO9-8     1.72e+02 3.62e+01 3.86e+02 6.26e+02 
NGC4736          CO12-11   2.14e+02 7.47e+01 3.36e+02 6.22e+02 
